"ID bài viết","ID Trang","Tên Trang","Tiêu đề","Mô tả","Thời lượng (giây)","Thời gian đăng","Loại chú thích","Liên kết vĩnh viễn","Là nội dung đăng chéo","Là bài viết chia sẻ","Loại bài viết","Ngôn ngữ","Nhãn tùy chỉnh","Trạng thái nội dung được tài trợ","Bình luận về dữ liệu",Ngày,"Lượt hiển thị","Phạm vi tiếp cận","Cảm xúc, bình luận và lượt chia sẻ","Cảm xúc","Bình luận","Lượt chia sẻ","Tổng số lượt click","Lượt click vào liên kết","Lượt click khác","Tổng số lượt click của người dùng khớp với đối tượng nhắm mục tiêu (Photo Click)","Số phản hồi tiêu cực từ người dùng: Ẩn tất cả"
875739947890136,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","Cảm ơn mối lương duyên tốt đẹp và hợp tác bền chặt giữa Đại học Đông Á và Tập đoàn Y tế xã hội Aijinkai cho liên tiếp những chuyến bay đến Nhật, cho những trải nghiệm nghề nghiệp, ngôn ngữ và cuộc sống thú vị, cho những kiến thức và kinh nghiệm quý báu chuẩn bị cho chặng hành trình nghề nghiệp lâu dài tại Nhật Bản và Việt Nam của các bạn sinh viên từ kỳ internship trên đất Nhật!",,0,"02/04/2024 18:06",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0BqmcotBHxEeQ2WSncjv3yGHYA7AN2hdstPgQiNaQ5BbvvcbzrCqJYYHFaSy5JXhEl,0,1,Video,,,,,"Trọn đời",79,68,2,2,0,0,1,,1,,
875749447889186,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","Cuộc họp cuối năm cho chủ đề nghiên cứu, thực tập và các hoạt động liên quan đến trao đổi học thuật, văn hoá",,0,"02/04/2024 18:25",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid02nMNYpPhbX6LCx5oakejU97oVVn4JgUnss6akUMcMi7UnTJQxwXKpT8umWRsb74xkl,0,0,Ảnh,,,,,"Trọn đời",520,486,32,31,0,1,48,,8,40,
876503994480398,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","Một mùa trao đổi mới!!!! HAPPY NEW YEAR 2024!",,0,"02/05/2024 21:23",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0G1fqinv6HtT7H8YCiFwYit2joLdWuhSgZ3473PZPokLnAoiZQUNh4rNi7SMkH5cyl,0,1,Ảnh,,,,,"Trọn đời",185,168,4,4,0,0,24,,8,16,
883183537145777,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","Bức ảnh đầu năm của UDA <3 <3 <3",,0,"02/15/2024 07:03",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid02Afd2UCKmDhyx8qRMpPK1CMdg5byWfqnZZzYAQsJ7pdqC8BbFg2p3od6yCzZ1BzErl,0,1,Ảnh,,,,,"Trọn đời",140,127,6,6,0,0,1,,,1,
885499643580833,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","Bye bye bánh chưng xanh, bye bye đòn bánh tét 
Chào ba mẹ con về với mái trường mến yêu ❤️

Sân trường UDA sáng nay rộn rã bước chân, những gương mặt phấn khởi, sẵn sàng cho hành trình của năm mới. 
Hãy cùng nhau tạo nên những khoảnh khắc đáng nhớ và cháy hết mình trong năm Giáp Thìn 2024 này các bạn nhé!!!

#TuyensinhDongA #DaihocDongA #UDA #TetNguyenDan
-------------------------
ĐẠI HỌC ĐÔNG Á - UDA
TẠO DỰNG CON ĐƯỜNG THÀNH CÔNG
🌸  UDA ĐÀ NẴNG: 33 Xô Viết Nghệ Tĩnh, Q. Hải Châu
🌸  UDA ĐẮK LẮK: 40 Phạm Hùng, TP. Buôn Ma Thuột
☎  Hotline: 0981 326 327",,0,"02/18/2024 23:42",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid02f7Zut6rq2ZWuTRbaQmYy5htxRBWHr5s66dxC19fBTFmEjKirWd7siSnrBJwqp8gXl,0,1,Ảnh,,,,,"Trọn đời",142,133,3,3,0,0,11,,2,9,
885514700245994,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","Chúc mừng năm mới 2024!!!

Các thành viên được Nhận Lì xì từ Ban giám hiệu trường Đại Học Đông Á và Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu!!!

Chúc IAD một năm nhiều thành công và thành tựu!!!

#UDA #Đại_hoc_Đông_Á #IAD #Viện_Nghiên_Cứu_Quốc_tế_về_Trí_tuệ_nhân_tạo_và_Khoa_học_dữ_liệu #AI #trituenhantao #trithongminhnhantao",,0,"02/19/2024 00:20",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0389wALccFLt7u1C1iS4uPBenqK3HEKXKQv4aPAGmrpNY1Mv44h6mvcwcWQ63ZBhPSl,0,0,Ảnh,,,,,"Trọn đời",407,383,19,17,0,2,24,,7,17,1
887824456681685,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","<3 Chương trình học tập qua dự án toàn cầu (gPBL) chủ đề IoT SICT 2024 - Global Project Based Learning lần thứ 4 vừa được khai mạc tại Đại học Đông Á 🎊

<3 gPBL IoT SICT 2024 sẽ được diễn ra trong thời gian 9 ngày, từ ngày 19/02 đến ngày 27/02. 

https://donga.edu.vn/Moi-truong-hoc-tap/moi-truong-ht-chi-tiet/global-project-based-learning--gpbl--lan-thu-4-duoc-to-chuc-tai-dai-hoc-dong-a-35331?fbclid=IwAR2RR-penRdkeOAhOesdEILaBkrvPt1-XfzMtaxPTwq9vYM5e1K_crPa4p4",,0,"02/22/2024 16:41",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0zPLPns7QAGT6NQeEK6q1cZriW2npFGG9Gax1oQvZvsTvgwxG49DvDQUQwT1qcZvhl,0,0,Ảnh,,,,,"Trọn đời",597,568,18,14,1,3,32,,6,26,
889782589819205,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","2 em rất đáng khen!!!",,0,"02/25/2024 22:20",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid02QwYVWcyDC5S4krw8E46iN1fx229JsCpQRfbcJCYQdN2GR6oNHpavjaE3Rf9fNFSel,0,1,Ảnh,,,,,"Trọn đời",86,79,1,1,0,0,1,,1,,
891770379620426,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","[ĐÔNG Á TRAO ĐỔI HỌC THUẬT] ĐÓN SINH VIÊN ĐH TỔNG HỢP LILLE, PHÁP ĐẾN HỌC TẬP TẠI UDA

Chào mừng năm cô gái từ trường ENSAIT, Đại học Tổng hợp Lille (Université de Lille) đến Việt Nam tham gia học kỳ trao đổi và làm việc tại Viện NC Quốc tế về Trí tuệ nhân tạo & KH Dữ liệu trường Đại học Đông Á (Viện IAD). 

Lãnh đạo Viện cùng các bạn sinh viên Đông Á đã có buổi giao lưu, lắng nghe những cô bạn nước Pháp chia sẻ những trải nghiệm đầu tiên, thảo luận các dự định trao đổi học thuật và kế hoạch công việc sắp đến tại trường. 

Đại học Tổng hợp Lille - trường Công lập và đào tạo đa ngành nổi tiếng ở vùng Hauts-de-France nước Pháp, là đối tác của quen thuộc của Viện IAD - Đại học Đông Á trong công tác nghiên cứu, tăng cường giao lưu quốc tế và trao đổi kinh nghiệm trong lĩnh vực nghiên cứu trí tuệ nhân tạo và nghiên cứu dữ liệu. 
-----------------
WELCOMING STUDENTS FROM UNIVERSITÉ DE LILLE, FRANCE TO STUDY AT UDA 

Welcome five students from ENSAIT, Université de Lille, France, to Vietnam for the exchange semester and placement at the International Institute of Artificial Intelligence and Data Science of Dong A University)

Students from IAD Institute and Dong A University engaged in an exchange session, where they listened to the French students' initial experiences, discussed academic exchange plans, and upcoming work schedules at Dong A University.

Université de Lille, a distinguished public multidisciplinary institution in the Hauts-de-France region of France, is a well-established partner of the IAD Institute - Dong A University, collaborating in research, fostering international exchanges, and sharing insights in the fields of artificial intelligence and data research.

#TuyensinhDongA #DaihocDongA #HocBongHoaAnhDao #DongAHoptacQuocte
-----------------
ĐẠI HỌC ĐÔNG Á - UDA
TẠO DỰNG CON ĐƯỜNG THÀNH CÔNG
🌸  UDA ĐÀ NẴNG: 33 Xô Viết Nghệ Tĩnh, Q. Hải Châu
🌸  UDA ĐẮK LẮK: 40 Phạm Hùng, TP. Buôn Ma Thuột
☎  Hotline: 0981 326 327 - 0236 3519 991",,0,"02/29/2024 00:32",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0PXkFG3aBGqfkHTA5zHfnSfrqHRmddhC1So5MCRWTPqFSd4yaWZ9K5LV1EDXLq9YBl,0,1,Ảnh,,,,,"Trọn đời",157,143,2,2,0,0,18,,3,15,
899515482179249,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","💥💥💥Trường ĐH Đông Á, Viện IAD kính mời quý thầy cô đồng nghiệp và các bạn SV UDA cùng tham dự buổi chia sẻ về “𝑲𝒊𝒏𝒉 𝒏𝒈𝒉𝒊𝒆̣̂𝒎 𝒈𝒊𝒂̉𝒏𝒈 𝒅𝒂̣𝒚 𝒗𝒂̀ đ𝒂̀𝒐 𝒕𝒂̣𝒐 𝒕𝒉𝒊𝒆̂́𝒕 𝒌𝒆̂́ 𝒗𝒊 𝒎𝒂̣𝒄𝒉” 

- Thời gian tổ chức: 𝟏𝟑:𝟑𝟎 - 𝟏𝟔:𝟎𝟎 𝐧𝐠𝐚̀𝐲 𝟏𝟓/𝟎𝟑/𝟐𝟎𝟐𝟒
- Địa điểm: Trực tiếp tại Hội trường Edison, Trường Đại học Đông Á
- Khách mời tham dự:
• PGS. TSKH.Trần Kim Phúc: (trực tiếp) Giảng viên cao cấp và nhà nghiên cứu tại Đại học Lille, Graduate School MADIS-631, ENSAIT & GEMTEX, Pháp. Cố vấn khoa học cấp cao của trưởng Đại học Đông Á và Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu (IAD).
• TS. Nguyễn Vũ Thắng: (trực tiếp) Giảng viên Trường Điện - Điện tử - Đại học Bách Khoa Hà Nội. Chuyên gia trong lĩnh vực vi mạch – bán dẫn.
• TS. Phùng Thị Kiều Hà: (trực tiếp) Giảng viên Trường Điện - Điện tử -  Đại học Bách Khoa Hà Nội.
• TS. Nguyễn Hữu Du: (online) Giảng viên Viện Toán Ứng dụng và tin học – ĐH Bách khoa Hà Nội.
#vi_mạch #bán_dẫn #semiconductor #microchip #TTNT #AI #XAI #trí_tuệ_nhân_tạo #UDA #IAD #Đại_học_Đông_Á #Hitech #CNTT #IT",,0,"03/11/2024 21:28",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid02TvkY5HcsRc5p9HgAx9hADY9pEQTC8DWMyDFjoCQLde6wmhmEmFHwTZnk4HVf8Xvxl,0,0,Ảnh,,,,,"Trọn đời",1811,1390,91,78,4,9,153,32,35,86,
904246421706155,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","𝑩𝒖𝒐̂̉𝒊 𝒄𝒉𝒊𝒂 𝒔𝒆̉ 𝒄𝒉𝒖𝒚𝒆̂𝒏 𝒎𝒐̂𝒏 𝒗𝒆̂̀ ""𝑲𝒊𝒏𝒉 𝒏𝒈𝒉𝒊𝒆̣̂𝒎 𝒈𝒊𝒂̉𝒏𝒈 𝒅𝒂̣𝒚 𝒗𝒂̀ đ𝒂̀𝒐 𝒕𝒂̣𝒐 𝒕𝒉𝒊𝒆̂́𝒕 𝒌𝒆̂́ 𝒗𝒊 𝒎𝒂̣𝒄𝒉""

Chiều ngày 15/03/2024, tại Hội trường Edison, Trường ĐH Đông Á đã diễn ra buổi chia sẻ chuyên môn với chủ đề chính về Thiết kế vi mạch. Buổi chia sẻ nằm trong chuỗi hoạt động phát triển ngành bán dẫn - vi mạch tại Đại học Đông Á.

👉Đọc thêm tại 
https://iad.donga.edu.vn/detail/whats-at-the-expertise-sharing-session-on-microchips-and-semiconductor-at-dong-a-university-35555
https://donga.edu.vn/nghien-cuu-khoa-hoc/nghien-cuu-khoa-hoc-chi-tiet/nhieu-kien-thuc-chuyen-mon-thu-vi-tu-workshop-kinh-nghiem-giang-day-va-dao-tao-thiet-ke-vi-mach-35564?gidzl=Tlq-OG93fdryvpTZ05slUtpXEM8VMAfoOEPiR1nR-21fjsyw4rpw8ccpOZ8G3FDvQxTZO31DYg0f2aUlS0",,0,"03/19/2024 00:34",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0ZtcwT88BAKp8JEup8JypREGP2Fwd8dcP555UECcJYmiHRT4T3mZXMj9wtTngKH4fl,0,1,Ảnh,,,,,"Trọn đời",82,76,6,6,0,0,10,2,1,7,
905585868238877,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","10 Xu hướng Trí tuệ nhân tạo (AI) trong năm 2024:
1 - Sử dụng AI tạo sinh (Generative AI)
2 - AI đặc vụ/ tác nhân
3 - AI nguồn mở (Open Source AI)
4 - AI trong phát triển phần mềm
5 - Robot hình người
6 - Mô hình AI tạo sinh được tuỳ chỉnh
7 - AI kết hợp với chuỗi khối (AI + blockchain)
8 - Tuân thủ và quy định về AI (AI Compliance)
9 - Mô hình AI đa phương thức (Multimodal AI models)
10- AI trong sản phẩm tiêu dùng (AI in consumer products)

Nguồn:
https://vndigitech.com/10-xu-huong-ai-nam-2024/",,0,"03/21/2024 03:13",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0jT5dPJZ4LLAa2n2YPYYauBkvxSu9j2y7q1821Wxy8ArW4na4DEkhxP4MrmffkQMDl,0,0,Ảnh,,,,,"Trọn đời",82,77,5,5,0,0,2,1,1,,
906953794768751,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🎊 Đại học Đông Á lần thứ 7 đăng cai tổ chức MOSWC khu vực miền Trung - Tây Nguyên 🎊",,0,"03/23/2024 00:15",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0H4cLm7hSARvZi8P1rHvReYhJmsMWQwparTJqRAxPtdvyK7hyB4pn8ocfgJcUZGFyl,0,1,Ảnh,,,,,"Trọn đời",81,78,1,1,0,0,2,,1,1,
906973741433423,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu",,,0,"03/23/2024 01:04",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0sLzr3rWy9e4mXQne6YLyNwV6RvczxJ7RNukvQxnnN4Jj7BYgRYTeNBzoo4pLe4ngl,0,1,Video,,,,,"Trọn đời",38,34,2,2,0,0,0,,,,
