"ID bài viết","ID Trang","Tên Trang","Tiêu đề","Mô tả","Thời lượng (giây)","Thời gian đăng","Loại chú thích","Liên kết vĩnh viễn","Là nội dung đăng chéo","Là bài viết chia sẻ","Loại bài viết","Ngôn ngữ","Nhãn tùy chỉnh","Trạng thái nội dung được tài trợ","Bình luận về dữ liệu",Ngày,"Lượt hiển thị","Phạm vi tiếp cận","Cảm xúc, bình luận và lượt chia sẻ","Cảm xúc","Bình luận","Lượt chia sẻ","Tổng số lượt click","Lượt click khác","Tổng số lượt click của người dùng khớp với đối tượng nhắm mục tiêu (Photo Click)","Lượt click vào liên kết"
1101278588669603,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🎊 Ngày hội việc làm ngành Công nghệ thông tin Nhật Bản 2024 tại Đại học Đông Á 
Job Fair ngành CNTT 2024 - cơ hội nghề nghiệp Nhật Bản hấp dẫn dành cho sinh viên ĐH Đông Á",,0,"12/10/2024 00:44",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0mKdnTX7wJ7v4KMcV98s1HghNJbrLe3Jgg4cbTDmkpBgv5wRi7bzq69kivxRJP1Wal,0,1,Ảnh,,,,,"Trọn đời",40,33,4,2,2,0,4,,4,
1101278312002964,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🎊 Hợp tác đào tạo Bác sĩ y khoa cho sinh viên quốc tế tại Đại học Đông Á 🎊
👉 Đại học Đông Á vừa chính thức ký kết hợp tác với Aieraa Overseas Studies (Ấn Độ) tiếp nhận sinh viên quốc tế theo học chương trình đào tạo Bác sĩ Y khoa tại trường bắt đầu từ năm học 2025 – 2026 tới.",,0,"12/10/2024 00:43",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0n7W9Ee7HD7poMtdXsGSn9bneQzBSxwcLBsFms5wpApyhfo1ZNRjASLWnjuSwUpQkl,0,1,Ảnh,,,,,"Trọn đời",42,32,7,4,3,0,3,1,2,
1101278192002976,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🎊 Lọt top 18 thí sinh xuất sắc nhất tranh tài tại Chung kết cụm Đà Nẵng cuộc thi Tiếng Anh dành cho sinh viên toàn quốc - Star Awards-2024 từ hơn 18.000 lượt thí sinh đến từ nhiều trường đại học của thành phố Đà Nẵng và vùng Tây Nguyên đăng ký tham gia cuộc thi, Đặng Thị Ngọc Ánh – sinh viên năm 2 Khoa Quản trị kinh doanh và Huỳnh Thị Kim Trang – sinh viên năm nhất Khoa Sư phạm, Đại học Đông Á đã ""ghi danh"" với giải Khuyến khích chung cuộc. 🎊",,0,"12/10/2024 00:43",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0nbThEXKasTp4EPqc6wXDm8sYf65ZokNiD7xGeJKsb8tjUxRF6QswzcCJVDbMWgk5l,0,1,"Liên kết",,,,,"Trọn đời",59,51,5,3,2,0,0,,,
1101277972002998,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🎊 Sinh viên ngành Công nghệ kỹ thuật Điện-Điện tử Đại học Đông Á với Hội thảo “Semiconductor Flow - Quy trình sản xuất chip bán dẫn”",,0,"12/10/2024 00:42",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid034hRcwkZ8hPFqBoqoigDZ2c5YWKAvWkEWD55vZCssJpGze3PzzdUbNM2k5oJE46H3l,0,1,Ảnh,,,,,"Trọn đời",80,69,7,4,3,0,4,2,1,1
1090467989750663,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🌟 Thanh lý ghế trống - Mang lại tương lai cho trẻ! 🌟
Hôm nay, Trường Đại học Đông Á cần ""thanh lý"" những chiếc ghế trống trong lớp học!",,0,"11/26/2024 00:43",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid02MM4XjjBSw3XLVv9EDMfwZVsT6SwCiPGNRNt7iiNxoUdfucn2MYBKgidohXXysUpKl,0,1,Ảnh,,,,,"Trọn đời",45,37,4,2,2,0,2,1,1,
1090467326417396,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🎊 Thêm 8 chương trình đào tạo của ĐH Đông Á nhận chứng nhận kiểm định chất lượng 🎊",,0,"11/26/2024 00:42",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid05yoKaDKyn657vZ1pcSprrHujWtgcMFtcRWJUzNUbLHyiK6am2QZBiRm8NXfb9SJEl,0,1,Ảnh,,,,,"Trọn đời",35,30,5,3,2,0,0,,,
1086475466816582,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🌸 Đại học Đông Á chào mùa Hiến chương 🌸
❤ Khi mùa Hiến chương đến là nhiều nỗ lực của Thầy và Trò vừa đi qua ❤
""Rồi mùa Hiến chương sau sẽ tới mà trước đó là sự nỗ lực không ngừng nghỉ, trong sự trung thực, với niềm vui trong sự vất vả, và tuần không chủ nhật, được chúng ta tiếp nối…dâng đời!"", trích thư Hiệu trưởng Đại học Đông Á - Nhà giáo, TS. Nguyễn Thị Anh Đào gửi toàn trường dịp 20-11 năm nay.",,0,"11/20/2024 22:46",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0TEfvctteJhk2qvuicWGLHyfHohYcb7MPepbyrriN8WcpG2RCUHWbxzVGTJrGyX8ol,0,1,Ảnh,,,,,"Trọn đời",77,64,8,3,5,0,7,4,3,
1086383113492484,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","Thiếu mình Tho Nguyên nữa là đủ bộ 3 bên Viện nà! 😅 Hổng ấy bạn mô pts cho Thọ vô cho đủ với ạ!!! Uc Ngô",,0,"11/20/2024 20:12",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0GZzm2nKP6HdaZvrHHwV28YThm4bfvFenvwPwiZMeYFAKAmqGBFU1uS68CHd3DXtSl,0,0,Ảnh,,,,,"Trọn đời",215,199,15,13,2,0,44,10,34,
1084995873631208,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🌟 Chúc mừng ngày Nhà giáo Việt Nam 20/11! 🌟  
Tri ân những người thầy, người cô đã dành cả tâm huyết và tình yêu để gieo mầm tri thức, thắp sáng tương lai cho bao thế hệ. Kính chúc thầy cô luôn mạnh khỏe, hạnh phúc và thành công trên hành trình trồng người! ✨  

#UDA #IAD #20Thang11 #TriAnNhaGiao #ThankYouTeachers",,0,"11/19/2024 01:00",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid02moowkawdPAb2YdLbKaMdwQe5zjaMCqePjQ9Aem8pUSXjnDkJYRAdNuag81zSKjH9l,0,0,Ảnh,,,,,"Trọn đời",83,70,9,6,3,0,5,5,,
1084072490390213,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","Ngày 16/11 tại Đại học Walsh Hoa kỳ thông nhất với Đại học Đông Á về chương trình liên kết 4+0 , du học tại chổ cho sinh viên miền Trung ngành Quản trị kinh doanh .",,0,"11/17/2024 20:02",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid02ASxG4gmuXjPoGGe9qmFPdrDcmbbMi7uECipSys8FxY4TwiDgE7NmxprGoGS2ukaEl,0,1,Ảnh,,,,,"Trọn đời",51,41,9,4,5,0,7,4,3,
1084049553725840,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🎊 GS. Sebastien Thomassey - nhà nghiên cứu tại ENSAIT & GEMTEX, Đại học Lille, Pháp chia sẻ trải nghiệm tuyệt vời khi lần đầu đến Đà Nẵng - địa điểm mà GS đánh giá là tiềm năng trong nghiên cứu về Trí tuệ nhân tạo Cùng với đó, là có rất nhiều sinh viên quan tâm đến việc học AI - một sự khích lệ lớn đối với các nhà khoa học tham dự hội thảo EAI 2024 tại Đại học Đông Á.
🎊 GS. Frederic Vanderhaegen - nhà nghiên cứu tại Trường ĐH Bách Khoa Haute de France, Pháp đánh giá cao sáng kiến thành lập International Chair về AI đặt tại Đại học Đông Á, bởi việc xây dựng các dự án quốc tế về trí tuệ nhân tạo là vô cùng cần thiết trên toàn thế giới.
Trong khuôn khổ chương trình, đoàn chuyên gia quốc tế cũng có chuyến tham quan hệ thống mô hình trí tuệ nhân tạo, các phòng thực hành phục hồi chức năng, phòng nghiên cứu y tế thông minh, phòng thí nghiệm tự động hoá,… đang được đầu tư và vận hành tại Đại học Đông Á.
---
Chuỗi Hội thảo quốc tế Cuộc sống thông minh EAI 2024: Kỷ nguyên Trí tuệ nhân tạo - EAI Smart Life Summit 2024: The AI Era
Diễn ra liên tục trong 2 ngày 22-23/10 tại Đại học Đông Á, được đồng chủ trì bởi Viện Nghiên cứu quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu Đại học Đông Á (IAD) phối hợp cùng Liên minh châu Âu vì Sự đổi mới (EAI)",,0,"11/17/2024 19:16",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid02MhvPHfyW6Aoxb5rE2cpWbz1krDwd9yMA51YG5e3Kmh5AJCrmV3a2enzYCx2Dztyel,0,1,Video,,,,,"Trọn đời",35,27,9,4,5,0,2,2,,
1084049257059203,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🎊 UDA Startup Innovation 2024 đang đón nhận sự quan tâm và đồng hành đến từ nhiều đơn vị trong cộng đồng khởi nghiệp. 🎊",,0,"11/17/2024 19:15",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid02RNLMQdJ3vrRW8TrQmZs5uFod26rwq5pzJTESR4PmmyA2YbHpUmrkgdwooTAQMAWyl,0,1,"Liên kết",,,,,"Trọn đời",61,47,11,6,5,0,7,7,,
1084048573725938,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","BST QUYỀN LỢI ""KHỦNG"" KHI THÀNH CÔNG CHINH PHỤC ""NGÔI VỊ"" ĐẠI SỨ HÌNH ẢNH ĐẠI HỌC ĐÔNG Á
Gần mực thì đen, gần best friends thì hay khẩu nghiệp, mà gần deadline nộp đơn ứng tuyển Đại sứ hình ảnh lại chưa biết đến quyền lợi tham gia thì là lỗi của bạn đó. 
👉🏻Check ngay list quyền lợi siêu dài khi trở thành ĐẠI SỨ HÌNH ẢNH UDA 2025:
- Xuất hiện trên các ấn phẩm truyền thông, website và các trang mạng xã hội của ĐH Đông Á
- Được cộng điểm rèn luyện cho năm học 2024 - 2025
- Hỗ trợ chi phí
- Nhận giấy chứng nhận ĐẠI SỨ HÌNH ẢNH UDA năm 2025
👉🏻Cách thức tuyển chọn: 
- Vòng 1: UDAers gửi thông tin cá nhân (họ tên, lớp, SĐT) và 2 ảnh (01 ảnh chân dung và 01 ảnh toàn thân) của bạn đến mail Tuyensinh@donga.edu.vn; title email: Ứng tuyển ĐSHA UDA -  [Họ và tên] 
- Vòng 2: Casting trực tiếp tại Trường, thông tin chi tiết P. Tuyển sinh sẽ thông báo qua mail cá nhân. 
👉🏻 Thời hạn đăng ký: trước 15h ngày 16/11/2024
Chỉ còn vài giờ để ứng tuyển, các UDAers nhanh tay ứng tuyển liền nhé!
#tuyensinhdonga #DaihocDongA #UDA #sinhviendonga
-----------
Chọn Đại học Đông Á,
TĂNG cơ hội thành công, GIẢM gánh lo gia đình! 
🌸 TRỤ SỞ TẠI ĐÀ NẴNG: 33 Xô Viết Nghệ Tĩnh, Q. Hải Châu 
🌸 PHÂN HIỆU ĐẮK LẮK: 40 Phạm Hùng, TP. Buôn Ma Thuột
☎  Hotline: 0236 3519 991",,0,"11/17/2024 19:14",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0QwSDbe7bhFTQYE9BNjmzdcAyyrZjo7J59WSuSAJTBDPt6kSDzn9THZNctudrtKzal,0,1,Ảnh,,,,,"Trọn đời",58,45,9,4,5,0,5,5,,
1084047963725999,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","🎊 Top 15 dự án xuất sắc nhất lọt vào chung kết cuộc thi UDA Startup Innovation 2024 đã có chuyến tham quan và khám phá tại Tổ hợp đổi mới sáng tạo - Vietnam Innovation Hub tại Đà Nẵng 
🎊 ""Trạm dừng chân"" của chuyến tham quan là các địa điểm SHi - Trung tâm Hỗ trợ Khởi nghiệp Sông Hàn, EM&AI - Công ty giải pháp AI, DNES - Vườn ươm Doanh nghiệp Đà Nẵng.
🎊 ""Chất xúc tác"" đầy sắc màu cảm hứng từ kiến thức chuyên môn và trải nghiệm đáng quý của các nhà khởi nghiệp đi trước, các chuyên gia trong lĩnh vực khởi nghiệp chắc chắn sẽ truyền thật nhiều động lực và quyết tâm cho các nhóm dự án không chỉ là ""bùng nổ"" thi thố tranh tài ở vòng chung kết cuộc thi, mà hứa hẹn mở ra thật nhiều cánh cửa tương lai cho việc ứng dụng và phát triển dự án trong thực tế, trở thành các dự án khởi nghiệp sinh viên sau tốt nghiệp và phục vụ cộng đồng.
---",,0,"11/17/2024 19:13",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid05iwr5R3XgbxG4nCQWgyRs6pMZF5sMvjUeJUwFQLNAQ5kgqQnsyTjKiLgzK6hWQXGl,0,1,"Liên kết",,,,,"Trọn đời",62,49,10,5,5,0,5,5,,
1064681758995953,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","""Cuộc sống thông minh EAI 2024: Kỷ nguyên trí tuệ nhân tạo có trách nhiệm và khoa học dữ liệu. ""
----------------------
Hội nghị quốc tế về Trí tuệ nhân tạo có trách nhiệm và Khoa học dữ liệu (1ST International Conference on Responsible Artificial Intelligence and Data Science – RAIDS 2024) đã diễn ra trong 02 ngày (22-23/10) do Viện nghiên cứu quốc tề về Trí tuệ nhân tạo và Khoa học dữ liệu (IAD) – Trường Đại học Đông Á phối hợp cùng Liên minh châu Âu vì Sự đổi mới (EAI) tổ chức.

Hội nghị lần này có sự tham dự của các chuyên gia hàng đầu về lĩnh vực Trí tuệ nhân tạo và Khoa học dữ liệu đến từ 7 quốc gia trên thế giới (Pháp, Anh, Đức, Hoa Kỳ, Canada, Trung Quốc và Việt Nam).
Dưới sự chủ trì của các chuyên gia quốc tế đầu ngành, xuyên suốt hội thảo là những phân tích, khám phá các xu hướng, nghiên cứu và ứng dụng mới nhất về Trí tuệ nhân tạo và IoT trong các lĩnh vực, từ đó thảo luận và đưa ra các khuyến nghị, đề xuất chính sách nhằm định hướng cho sự phát triển bền vững của AI. Trong đó bao gồm các chủ đề: Những thách thức và cơ hội của Trí tuệ nhân tạo (AI) lấy con người làm trung tâm đối với các robot và hệ thống tự hành đáng tin cậy; AIoT: Tích hợp AI và IoT; Phát triển trang phục thông minh để theo dõi sức khỏe con người trực tuyến; Chuyển đổi số trong quản lý chuỗi cung ứng y tế đa kênh: Vai trò của thiết bị đeo thông minh;…

Hàng loạt nghiên cứu AI xoay quanh con người như:
Nghiên cứu “Những thách thức và cơ hội của Trí tuệ nhân tạo (AI) lấy con người làm trung tâm đối với các robot và hệ thống tự hành đáng tin cậy” của GS. Hongmei (Mary) He - Nhà nghiên cứu tại trường Đại học Salford (Vương quốc Anh), Giáo sư Xianyi Zeng - nhà nghiên cứu tại ENSAIT & GEMTEX, Đại học Lille (Pháp) - mang đến hội thảo báo cáo về “Phát triển trang phục thông minh để theo dõi sức khỏe con người trực tuyến”, trong đó đề xuất một loạt nguyên tắc bao gồm thiết kế vải/dệt may, tích hợp thiết bị điện tử và phát triển hệ thống hỗ trợ ra quyết định cục bộ để thiết kế trang phục thông minh và kết nối, nhằm theo dõi sức khỏe con người trực tuyến,  GS. Bruno Agard - nhà nghiên cứu tại trường ĐH Công nghệ Montreal (Canada) với bài trình bày “Cải thiện dự báo nhu cầu cho khách hàng bị thiếu dữ liệu hạ nguồn trong chuỗi cung ứng nhu cầu gián đoạn bằng phương pháp phân cụm đa biến có giám sát”…

Hội nghị đã thu hút sự quan tâm đông đảo của các học giả từ các viện nghiên cứu, giảng viên các trường đại học, sinh viên các khoa chuyên ngành liên quan đến lĩnh vực AI và DS.",,0,"10/24/2024 00:47",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0apTicGrAgy2rzrjbfnuyrx8yyR8CKj9tLLi5SoFnW2oZLc1HCgZSRnKQwZWxyx9Fl,0,0,Ảnh,,,,,"Trọn đời",123,94,15,10,5,0,26,6,20,
1057452273052235,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","CHÀO MỪNG HỘI NGHỊ QUỐC TẾ LẦN THỨ NHẤT VỀ TRÍ TUỆ NHÂN TẠO CÓ TRÁCH NHIỆM VÀ KHOA HỌC DỮ LIỆU (RAIDS 2024).
----------------------
📅 Thời gian: Diễn ra trong 02 ngày: 22 - 23/10/2024
📍 Địa điểm: Hội trường Edison, Trường Đại học Đông Á
⚠️ Hình thức: Trực tiếp và Online
🔗 Link đăng kí tham dự: https://raids.eai-conferences.org/2024/registration/
🎙️ Hội nghị sẽ có sự góp mặt của các Lãnh đạo, các Giáo sư danh tiếng, các Diễn giả và các nhà Nghiên cứu khoa học trong lĩnh vực Trí tuệ nhân tạo, Khoa học dữ liệu trong nước, từ các tổ chức và nhiều quốc gia trên thế giới. Các giảng viên, sinh viên các trường đại học.
----------------------
🟢 Các chủ đề và phạm vi của hội nghị (Scope and Topics)
- Trí tuệ nhân tạo có thể giải thích được, đáng tin cậy và minh bạch.
- Trí tuệ nhân tạo lấy đạo đức và con người làm trung tâm.
- Độ an toàn và tin cậy của Trí tuệ nhân tạo.
- AI đáng tin cậy cho robot và hệ thống tự động.
- Hệ thống hỗ trợ quyết định thông minh.
- Bản sao kỹ thuật số và Ứng dụng của AI, điện toán biên và khoa học dữ liệu trong Công nghiệp 5.0

🟢 Các Phiên đặc biệt của hội nghị (Special Sessions)
- Công nghệ IoT trong chăm sóc sức khỏe.
- An toàn và bảo mật trong IoT.
- Công nghệ và ứng dụng IoT công nghiệp.
- Trí tuệ nhân tạo đối với sự phát triển bền vững.
- Trí tuệ nhân tạo và khoa học dữ liệu có trách nhiệm vì cuộc sống tốt đẹp hơn.
- AI trong sản xuất thông minh của Công nghiệp 5.0.
- Ứng dụng sáng tạo của AI, điện toán biên và khoa học dữ liệu trong các ngành công nghiệp hiện đại.
- Khoa học dữ liệu trong tài chính.
- Phiên trình bày poster của nghiên cứu sinh Tiến sĩ.

📰 Hội nghị lần này do sự phối hợp giữa EAI (Liên minh Châu Âu vì Sự đổi mới sáng tạo) và Trường Đại học Đông Á tổ chức. Xin kính mời các nhà nghiên cứu, giảng viên, sinh viên có sự quan tâm vui lòng điền vào link đăng kí tham dự hội nghị.

⚠️ Các thông tin chi tiết về hội nghị hoặc thắc mắc xin vui lòng liên hệ qua:
1. Fanpage: Viện nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu
2. Email: iad@donga.edu.vn

#UDA #IAD #EAI #InternationalConference #AI #trituenhantao #khoahocdulieu #RAIDS2024 #Summit2024",,0,"10/15/2024 00:27",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid09Z5aheB7z56npZU7KxUcRidihyT1WGrrF9PDSLWvBqG7Wa2v5QfKi9vwNJP9Sn8bl,0,0,Ảnh,,,,,"Trọn đời",387,302,42,29,12,1,48,39,6,3
1053905856740210,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","Xuất sắc ở khả năng viết luận, sinh viên Ngôn ngữ Nhật ĐH Đông Á đang ""gây bão"" với nhiều thành tích tại các cuộc thi viết luận do các trường đại học Nhật Bản tổ chức (ĐH Wakayama, ĐH Hiroshima). 🌸
Không dừng ở đó, nhắc đến sinh viên ngành học hot hit này tại Đại học Đông Á càng không thể bỏ qua khả năng Nhật ngữ và hùng biện tiếng Nhật là thế mạnh của các bạn sinh viên khoa Ngôn ngữ và Văn hoá Nhật Bản! 🌸
---
Chủ nhân giải Nhì “Cuộc thi Viết luận tiếng Nhật cho người Việt – Cúp Đại học Hiroshima lần thứ nhất” đã dành nhiều chia sẻ truyền động lực học tập và theo đuổi ngôn ngữ Nhật! 🌸",,0,"10/10/2024 19:35",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0uQ37JmBK57FpYatNVrsEkeBJfH2kF1Me47tcj2tuEtGL2F3awWDPhqpkuDzHvemLl,0,1,Video,,,,,"Trọn đời",87,57,6,5,1,0,0,,,
1049082937222502,100063624155619,"Viện Nghiên cứu Quốc tế về Trí tuệ nhân tạo và Khoa học dữ liệu","Ngành bác sĩ Y khoa và cử nhân Kỹ thuật phục hồi chức năng Đại học Đông Á đã chính thức bước vào học kỳ đầu tiên sau những ngày nhập môn và học tập đầu khoá sinh động. ❤",,0,"10/04/2024 20:18",N/A,https://www.facebook.com/IAD.DongA/posts/pfbid0X6Z1NN6dTgEBm8qNFDeZzhS9kQhvq2RGHvEs5fzzP8CADfV67fPQYSxV9k4sGSW6l,0,1,Video,,,,,"Trọn đời",107,71,7,4,3,0,0,,,
